'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,-0.075,-0.125
1,-0.115,-0.130
2,-0.145,-0.125
3,-0.050,-0.135
4,0.050,-0.145
5,0.235,-0.125
6,0.435,-0.105
7,0.725,-0.080
8,0.990,-0.055
9,1.140,-0.055
10,1.180,-0.065
11,0.855,-0.120
12,0.525,-0.200
13,0.200,-0.325
14,-0.090,-0.440
15,-0.300,-0.515
16,-0.390,-0.545
17,-0.255,-0.490
18,-0.150,-0.395
19,-0.085,-0.255
20,-0.045,-0.145
21,-0.045,-0.080
22,-0.050,-0.045
23,-0.065,-0.040
24,-0.075,-0.035
25,-0.075,-0.035
26,-0.075,-0.035
27,-0.070,-0.040
28,-0.065,-0.045
29,-0.065,-0.045
30,-0.065,-0.045
31,-0.060,-0.045
32,-0.055,-0.045
33,-0.055,-0.040
34,-0.055,-0.035
35,-0.055,-0.035
36,-0.055,-0.035
37,-0.055,-0.030
38,-0.055,-0.025
39,-0.055,-0.025
40,-0.050,-0.025
41,-0.040,-0.025
42,-0.030,-0.020
43,-0.025,-0.015
44,-0.025,-0.010
45,-0.025,-0.005
46,-0.020,-0.005
47,-0.015,-0.005
48,-0.015,-0.005
49,-0.015,-0.005
50,-0.010,0.000
51,-0.005,0.005
52,0.000,0.010
53,0.005,0.015
54,0.010,0.020
55,0.015,0.025
56,0.015,0.030
57,0.020,0.035
58,0.035,0.040
59,0.045,0.045
60,0.055,0.055
61,0.065,0.065
62,0.075,0.070
63,0.090,0.080
64,0.100,0.090
65,0.110,0.095
66,0.120,0.100
67,0.130,0.110
68,0.140,0.120
69,0.150,0.130
70,0.160,0.140
71,0.165,0.145
72,0.170,0.150
73,0.180,0.155
74,0.190,0.160
75,0.205,0.165
76,0.220,0.170
77,0.225,0.175
78,0.225,0.175
79,0.225,0.175
80,0.225,0.170
81,0.215,0.160
82,0.200,0.150
83,0.185,0.135
84,0.165,0.115
85,0.140,0.095
86,0.115,0.075
87,0.085,0.050
88,0.055,0.025
89,0.030,0.000
90,0.005,-0.025
91,-0.015,-0.040
92,-0.035,-0.055
93,-0.050,-0.070
94,-0.065,-0.085
95,-0.080,-0.100
96,-0.095,-0.115
97,-0.105,-0.120
98,-0.115,-0.125
99,-0.120,-0.130
100,-0.125,-0.135
101,-0.130,-0.140
102,-0.135,-0.145
103,-0.140,-0.145
104,-0.145,-0.145
105,-0.145,-0.150
106,-0.145,-0.155
107,-0.140,-0.155
108,-0.135,-0.155
109,-0.135,-0.150
110,-0.135,-0.145
111,-0.135,-0.145
112,-0.135,-0.145
113,-0.130,-0.150
114,-0.125,-0.155
115,-0.130,-0.150
116,-0.135,-0.145
117,-0.140,-0.140
118,-0.145,-0.135
119,-0.140,-0.140
120,-0.135,-0.145
121,-0.130,-0.150
122,-0.125,-0.150
123,-0.125,-0.140
124,-0.125,-0.135
125,-0.125,-0.135
126,-0.125,-0.135
127,-0.125,-0.135
128,-0.120,-0.130
129,-0.115,-0.125
130,-0.115,-0.120
131,-0.115,-0.115
132,-0.115,-0.120
133,-0.115,-0.125
134,-0.120,-0.125
135,-0.125,-0.125
136,-0.120,-0.130
137,-0.115,-0.135
138,-0.120,-0.130
139,-0.125,-0.125
140,-0.125,-0.130
141,-0.125,-0.135
142,-0.125,-0.135
143,-0.125,-0.135
144,-0.125,-0.135
145,-0.125,-0.135
146,-0.130,-0.135
147,-0.135,-0.135
148,-0.135,-0.135
149,-0.135,-0.135
150,-0.140,-0.140
151,-0.145,-0.145
152,-0.140,-0.145
153,-0.135,-0.140
154,-0.130,-0.130
155,-0.125,-0.125
156,-0.130,-0.130
157,-0.135,-0.135
158,-0.140,-0.140
159,-0.145,-0.145
160,-0.145,-0.145
161,-0.145,-0.145
162,-0.145,-0.140
163,-0.145,-0.135
164,-0.145,-0.140
165,-0.145,-0.145
166,-0.145,-0.150
167,-0.145,-0.150
168,-0.145,-0.145
169,-0.140,-0.145
170,-0.135,-0.145
171,-0.135,-0.140
172,-0.135,-0.135
173,-0.140,-0.140
174,-0.145,-0.145
175,-0.140,-0.145
176,-0.135,-0.145
177,-0.130,-0.140
178,-0.125,-0.135
179,-0.125,-0.130
180,-0.125,-0.125
181,-0.115,-0.130
182,-0.105,-0.135
183,-0.095,-0.130
184,-0.085,-0.125
185,-0.080,-0.115
186,-0.075,-0.105
187,-0.075,-0.100
188,-0.065,-0.095
189,-0.045,-0.095
190,-0.035,-0.095
191,-0.035,-0.090
192,-0.035,-0.085
193,-0.030,-0.080
194,-0.025,-0.080
195,-0.030,-0.090
196,-0.035,-0.095
197,-0.040,-0.100
198,-0.050,-0.105
199,-0.060,-0.100
200,-0.065,-0.095
201,-0.070,-0.100
202,-0.095,-0.105
203,-0.120,-0.110
204,-0.125,-0.120
205,-0.130,-0.130
206,-0.135,-0.135
207,-0.140,-0.140
208,-0.145,-0.145
209,-0.145,-0.135
210,-0.150,-0.140
211,-0.155,-0.145
212,-0.155,-0.145
213,-0.155,-0.145
214,-0.160,-0.145
215,-0.165,-0.145
216,-0.160,-0.140
217,-0.155,-0.135
218,-0.150,-0.135
219,-0.145,-0.135
220,-0.150,-0.135
221,-0.155,-0.135
222,-0.150,-0.140
223,-0.145,-0.145
224,-0.150,-0.135
225,-0.155,-0.125
226,-0.155,-0.130
227,-0.155,-0.135
228,-0.145,-0.135
229,-0.135,-0.135
230,-0.140,-0.135
231,-0.140,-0.135
232,-0.130,-0.130
233,-0.125,-0.125
234,-0.120,-0.125
235,-0.135,-0.125
236,-0.170,-0.125
237,-0.155,-0.125
238,-0.110,-0.130
239,0.025,-0.130
240,0.195,-0.120
241,0.440,-0.095
242,0.710,-0.065
243,0.945,0.000
244,1.170,0.070
245,1.005,0.070
246,0.770,0.050
247,0.450,-0.080
248,0.125,-0.225
249,-0.190,-0.335
250,0.105,-0.235
251,-0.430,-0.495
252,-0.350,-0.545
253,-0.240,-0.445
254,-0.135,-0.345
255,-0.115,-0.230
256,-0.095,-0.120
257,-0.105,-0.085
258,-0.115,-0.055
259,-0.120,-0.055
260,-0.125,-0.055
261,-0.125,-0.055
262,-0.125,-0.055
263,-0.115,-0.055
264,-0.105,-0.055
265,-0.110,-0.055
266,-0.115,-0.055
267,-0.110,-0.055
268,-0.105,-0.055
269,-0.105,-0.055
270,-0.100,-0.055
271,-0.085,-0.050
272,-0.080,-0.045
273,-0.090,-0.045
274,-0.095,-0.045
275,-0.090,-0.045
276,-0.085,-0.045
