'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,-0.135,-0.125
1,-0.125,-0.125
2,-0.125,-0.125
3,-0.125,-0.125
4,-0.125,-0.125
5,-0.120,-0.125
6,-0.115,-0.125
7,-0.115,-0.120
8,-0.115,-0.115
9,-0.120,-0.115
10,-0.125,-0.115
11,-0.125,-0.115
12,-0.125,-0.115
13,-0.115,-0.115
14,-0.105,-0.115
15,-0.110,-0.115
16,-0.115,-0.115
17,-0.110,-0.115
18,-0.105,-0.115
19,-0.105,-0.115
20,-0.105,-0.115
21,-0.110,-0.115
22,-0.115,-0.115
23,-0.115,-0.110
24,-0.115,-0.105
25,-0.115,-0.105
26,-0.115,-0.105
27,-0.115,-0.110
28,-0.115,-0.115
29,-0.110,-0.115
30,-0.105,-0.115
31,-0.105,-0.110
32,-0.105,-0.105
33,-0.105,-0.105
34,-0.105,-0.105
35,-0.105,-0.110
36,-0.105,-0.115
37,-0.100,-0.115
38,-0.095,-0.115
39,-0.100,-0.110
40,-0.105,-0.105
41,-0.105,-0.105
42,-0.105,-0.110
43,-0.105,-0.115
44,-0.100,-0.110
45,-0.095,-0.105
46,-0.095,-0.105
47,-0.095,-0.105
48,-0.095,-0.105
49,-0.095,-0.105
50,-0.095,-0.105
51,-0.095,-0.105
52,-0.095,-0.105
53,-0.095,-0.105
54,-0.095,-0.105
55,-0.095,-0.105
56,-0.100,-0.105
57,-0.105,-0.105
58,-0.100,-0.105
59,-0.095,-0.105
60,-0.090,-0.105
61,-0.085,-0.105
62,-0.085,-0.105
63,-0.085,-0.105
64,-0.085,-0.105
65,-0.085,-0.105
66,-0.085,-0.105
67,-0.085,-0.105
68,-0.085,-0.100
69,-0.085,-0.095
70,-0.080,-0.100
71,-0.075,-0.105
72,-0.075,-0.100
73,-0.075,-0.095
74,-0.075,-0.095
75,-0.060,-0.095
76,-0.040,-0.090
77,-0.035,-0.080
78,-0.030,-0.070
79,-0.025,-0.060
80,-0.020,-0.050
81,-0.010,-0.045
82,0.000,-0.050
83,0.005,-0.055
84,0.005,-0.055
85,0.010,-0.055
86,0.015,-0.055
87,0.020,-0.065
88,0.025,-0.075
89,0.030,-0.070
90,0.035,-0.065
91,0.025,-0.065
92,0.015,-0.065
93,0.010,-0.065
94,0.005,-0.065
95,0.000,-0.075
96,-0.010,-0.085
97,-0.040,-0.080
98,-0.065,-0.075
99,-0.075,-0.085
100,-0.085,-0.100
101,-0.090,-0.115
102,-0.095,-0.125
103,-0.100,-0.125
104,-0.105,-0.125
105,-0.105,-0.125
