'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,-0.155,-0.045
1,-0.150,-0.045
2,-0.145,-0.045
3,-0.160,-0.055
4,-0.175,-0.065
5,-0.165,-0.060
6,-0.155,-0.055
7,-0.155,-0.055
8,-0.155,-0.055
9,-0.145,-0.060
10,-0.135,-0.065
11,-0.150,-0.065
12,-0.165,-0.065
13,-0.160,-0.070
14,-0.155,-0.075
15,-0.155,-0.070
16,-0.155,-0.065
17,-0.160,-0.075
18,-0.165,-0.085
19,-0.175,-0.090
20,-0.185,-0.095
21,-0.185,-0.090
22,-0.185,-0.085
23,-0.185,-0.085
24,-0.190,-0.085
25,-0.200,-0.085
26,-0.200,-0.085
27,-0.190,-0.090
28,-0.185,-0.095
29,-0.190,-0.095
30,-0.185,-0.095
31,-0.170,-0.090
32,-0.165,-0.090
33,-0.170,-0.100
34,-0.185,-0.105
35,-0.200,-0.105
36,-0.200,-0.105
37,-0.190,-0.105
38,-0.185,-0.105
39,-0.185,-0.100
40,-0.185,-0.095
41,-0.185,-0.095
42,-0.190,-0.105
43,-0.195,-0.115
44,-0.190,-0.115
45,-0.185,-0.115
46,-0.185,-0.105
47,-0.185,-0.095
48,-0.185,-0.095
49,-0.185,-0.095
50,-0.190,-0.110
51,-0.195,-0.125
52,-0.185,-0.115
53,-0.175,-0.105
54,-0.170,-0.105
55,-0.165,-0.105
56,-0.170,-0.105
57,-0.175,-0.105
58,-0.180,-0.110
59,-0.185,-0.115
60,-0.175,-0.115
61,-0.165,-0.115
62,-0.160,-0.110
63,-0.155,-0.105
64,-0.160,-0.105
65,-0.165,-0.105
66,-0.170,-0.110
67,-0.170,-0.115
68,-0.160,-0.110
69,-0.160,-0.105
70,-0.170,-0.105
71,-0.165,-0.105
72,-0.150,-0.105
73,-0.145,-0.105
74,-0.150,-0.110
75,-0.155,-0.115
76,-0.160,-0.115
77,-0.160,-0.115
78,-0.150,-0.110
79,-0.145,-0.105
80,-0.150,-0.105
81,-0.155,-0.105
82,-0.155,-0.110
83,-0.150,-0.115
84,-0.135,-0.115
85,-0.140,-0.110
86,-0.145,-0.105
87,-0.140,-0.105
88,-0.135,-0.105
89,-0.140,-0.115
90,-0.145,-0.125
91,-0.140,-0.125
92,-0.135,-0.125
93,-0.130,-0.115
94,-0.125,-0.105
95,-0.130,-0.105
96,-0.135,-0.105
97,-0.135,-0.115
98,-0.135,-0.125
99,-0.130,-0.115
100,-0.125,-0.105
101,-0.130,-0.110
102,-0.135,-0.115
103,-0.125,-0.110
104,-0.115,-0.105
105,-0.130,-0.110
106,-0.135,-0.115
107,-0.130,-0.115
108,-0.120,-0.110
109,-0.110,-0.100
110,-0.105,-0.095
111,-0.110,-0.100
112,-0.115,-0.105
113,-0.120,-0.100
114,-0.115,-0.095
115,-0.100,-0.100
116,-0.095,-0.105
117,-0.090,-0.100
118,-0.065,-0.075
119,-0.030,-0.040
120,-0.025,-0.045
121,-0.020,-0.060
122,-0.015,-0.080
123,-0.015,-0.100
124,0.040,-0.085
125,-0.015,-0.105
126,0.090,-0.080
127,0.075,-0.105
128,0.015,-0.115
129,-0.045,-0.125
130,-0.050,-0.115
131,-0.055,-0.105
132,-0.060,-0.120
133,-0.065,-0.135
134,-0.075,-0.130
135,-0.085,-0.125
136,-0.110,-0.115
137,-0.125,-0.105
138,-0.130,-0.115
139,-0.135,-0.125
140,-0.135,-0.120
141,-0.135,-0.115
142,-0.135,-0.115
143,-0.135,-0.115
144,-0.135,-0.120
145,-0.135,-0.120
146,-0.135,-0.105
147,-0.140,-0.095
148,-0.150,-0.100
149,-0.150,-0.100
150,-0.140,-0.090
151,-0.140,-0.090
152,-0.150,-0.105
153,-0.155,-0.115
154,-0.150,-0.110
155,-0.130,-0.100
156,-0.105,-0.090
157,-0.125,-0.030
158,-0.175,0.045
159,-0.350,0.060
160,-0.560,0.050
161,-0.590,0.045
162,-0.580,0.040
163,-0.045,-0.350
164,0.555,-0.785
165,1.245,-0.890
166,1.940,-0.970
167,2.305,-0.735
168,2.655,-0.495
169,2.580,-0.570
170,2.430,-0.630
171,1.470,-0.440
172,0.585,-0.250
173,0.240,-0.125
174,-0.045,-0.015
175,-0.040,0.015
176,-0.040,0.035
177,-0.070,0.025
178,-0.100,0.015
179,-0.120,0.010
180,-0.140,0.005
181,-0.160,0.005
182,-0.180,0.005
183,-0.195,0.000
184,-0.205,-0.005
185,-0.200,-0.005
186,-0.195,-0.005
187,-0.190,0.005
188,-0.185,0.015
189,-0.190,0.015
190,-0.195,0.010
191,-0.195,0.000
192,-0.195,-0.005
193,-0.195,0.000
