'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,0.175,0.015
1,0.240,0.030
2,0.255,0.035
3,0.270,0.030
4,0.285,0.025
5,0.300,0.035
6,0.315,0.045
7,0.310,0.050
8,0.305,0.055
9,0.285,0.060
10,0.265,0.065
11,0.240,0.050
12,0.220,0.035
13,0.190,0.035
14,0.160,0.035
15,0.145,0.030
16,0.125,0.020
17,0.095,0.005
18,0.065,-0.005
19,0.040,-0.015
20,0.020,-0.025
21,0.005,-0.030
22,-0.010,-0.035
23,-0.020,-0.040
24,-0.030,-0.045
25,-0.045,-0.050
26,-0.055,-0.060
27,-0.060,-0.070
28,-0.065,-0.075
29,-0.060,-0.080
30,-0.060,-0.080
31,-0.070,-0.070
32,-0.075,-0.065
33,-0.080,-0.065
34,-0.085,-0.070
35,-0.090,-0.080
36,-0.095,-0.085
37,-0.090,-0.080
38,-0.085,-0.075
39,-0.080,-0.070
40,-0.075,-0.065
41,-0.080,-0.070
42,-0.090,-0.080
43,-0.095,-0.085
44,-0.090,-0.080
45,-0.085,-0.075
46,-0.085,-0.070
47,-0.085,-0.065
48,-0.085,-0.060
49,-0.085,-0.055
50,-0.090,-0.065
51,-0.095,-0.075
52,-0.095,-0.075
53,-0.095,-0.075
54,-0.090,-0.070
55,-0.085,-0.065
56,-0.090,-0.065
57,-0.095,-0.065
58,-0.105,-0.075
59,-0.115,-0.085
60,-0.115,-0.080
61,-0.115,-0.075
62,-0.105,-0.070
63,-0.095,-0.065
64,-0.100,-0.070
65,-0.105,-0.080
66,-0.110,-0.090
67,-0.115,-0.095
68,-0.115,-0.090
69,-0.115,-0.085
70,-0.110,-0.085
71,-0.105,-0.085
72,-0.110,-0.085
73,-0.115,-0.090
74,-0.120,-0.100
75,-0.120,-0.105
76,-0.110,-0.100
77,-0.105,-0.095
78,-0.110,-0.090
79,-0.115,-0.085
80,-0.120,-0.090
81,-0.125,-0.095
82,-0.130,-0.100
83,-0.135,-0.105
84,-0.125,-0.105
85,-0.120,-0.095
86,-0.115,-0.085
87,-0.115,-0.090
88,-0.115,-0.095
89,-0.125,-0.100
90,-0.135,-0.105
91,-0.135,-0.105
92,-0.135,-0.105
93,-0.130,-0.105
94,-0.125,-0.105
95,-0.125,-0.100
96,-0.125,-0.095
97,-0.125,-0.105
98,-0.125,-0.115
99,-0.120,-0.110
100,-0.115,-0.105
101,-0.115,-0.100
102,-0.115,-0.095
103,-0.125,-0.100
104,-0.135,-0.105
105,-0.135,-0.110
106,-0.135,-0.115
107,-0.135,-0.115
108,-0.135,-0.110
109,-0.130,-0.100
110,-0.125,-0.095
111,-0.125,-0.095
112,-0.125,-0.100
113,-0.125,-0.110
114,-0.125,-0.115
115,-0.120,-0.115
116,-0.115,-0.110
117,-0.120,-0.100
118,-0.125,-0.095
119,-0.125,-0.100
120,-0.125,-0.105
121,-0.120,-0.110
122,-0.125,-0.115
123,-0.140,-0.115
124,-0.135,-0.115
125,-0.145,-0.115
126,-0.115,-0.100
127,-0.115,-0.095
128,-0.120,-0.105
129,-0.125,-0.115
130,-0.120,-0.115
131,-0.115,-0.115
132,-0.105,-0.105
133,-0.095,-0.095
134,-0.100,-0.095
135,-0.105,-0.095
136,-0.115,-0.105
137,-0.125,-0.115
138,-0.125,-0.115
139,-0.115,-0.115
140,-0.080,-0.105
141,-0.045,-0.090
142,-0.015,-0.060
143,0.010,-0.045
144,0.025,-0.035
145,0.035,-0.030
146,0.020,-0.055
147,0.005,-0.065
148,-0.015,-0.070
149,-0.035,-0.075
150,-0.055,-0.080
151,-0.080,-0.095
152,-0.105,-0.115
153,-0.120,-0.125
154,-0.130,-0.120
155,-0.130,-0.115
156,-0.120,-0.115
157,-0.115,-0.115
158,-0.120,-0.110
159,-0.125,-0.110
160,-0.125,-0.120
161,-0.120,-0.125
162,-0.110,-0.120
163,-0.105,-0.115
164,-0.110,-0.110
165,-0.115,-0.105
166,-0.120,-0.110
167,-0.125,-0.120
168,-0.125,-0.125
169,-0.130,-0.120
170,-0.135,-0.115
171,-0.130,-0.115
172,-0.125,-0.115
173,-0.115,-0.110
174,-0.105,-0.105
175,-0.105,-0.105
176,-0.105,-0.105
177,-0.095,-0.100
178,-0.110,-0.090
179,-0.205,-0.065
180,-0.280,-0.045
181,-0.300,-0.025
182,-0.255,0.025
183,-0.075,0.135
184,0.225,0.195
185,0.695,0.170
186,1.150,0.105
187,1.585,-0.005
188,1.555,-0.140
189,1.045,-0.295
190,0.520,-0.475
191,-0.020,-0.680
192,-0.320,-0.710
193,-0.455,-0.610
194,-0.470,-0.500
195,-0.415,-0.385
196,-0.340,-0.290
197,-0.260,-0.200
198,-0.190,-0.145
199,-0.130,-0.100
200,-0.115,-0.080
201,-0.120,-0.070
202,-0.125,-0.065
203,-0.125,-0.070
204,-0.135,-0.075
205,-0.150,-0.075
206,-0.155,-0.080
207,-0.150,-0.090
208,-0.140,-0.095
209,-0.125,-0.085
210,-0.130,-0.080
211,-0.135,-0.075
212,-0.135,-0.075
213,-0.135,-0.075
214,-0.140,-0.085
215,-0.145,-0.095
216,-0.150,-0.090
217,-0.155,-0.085
218,-0.145,-0.080
219,-0.135,-0.075
220,-0.130,-0.075
221,-0.125,-0.075
222,-0.120,-0.080
223,-0.115,-0.085
224,-0.120,-0.085
225,-0.125,-0.085
226,-0.120,-0.075
227,-0.115,-0.065
228,-0.110,-0.065
229,-0.105,-0.065
230,-0.105,-0.080
231,-0.105,-0.085
232,-0.105,-0.080
233,-0.100,-0.070
234,-0.085,-0.060
235,-0.075,-0.055
236,-0.075,-0.055
237,-0.070,-0.055
238,-0.060,-0.060
239,-0.045,-0.065
240,-0.030,-0.060
241,-0.025,-0.055
242,-0.025,-0.055
243,-0.020,-0.055
244,-0.010,-0.050
245,-0.005,-0.050
246,0.000,-0.060
247,0.005,-0.060
248,0.000,-0.050
249,0.020,-0.040
250,-0.005,-0.045
251,0.070,-0.025
252,0.085,-0.025
253,0.090,-0.035
254,0.095,-0.045
255,0.115,-0.040
256,0.135,-0.035
257,0.155,-0.030
258,0.175,-0.025
259,0.185,-0.020
260,0.195,-0.015
261,0.210,-0.020
262,0.225,-0.025
263,0.230,-0.020
264,0.240,-0.010
265,0.255,0.005
266,0.265,0.015
267,0.265,0.015
268,0.260,0.015
269,0.240,0.005
270,0.225,-0.005
271,0.210,0.000
272,0.190,0.005
273,0.155,0.005
274,0.120,0.000
275,0.090,-0.010
276,0.060,-0.025
277,0.030,-0.045
278,0.005,-0.055
279,-0.015,-0.060
280,-0.030,-0.065
281,-0.040,-0.065
282,-0.060,-0.070
283,-0.080,-0.080
284,-0.090,-0.090
285,-0.100,-0.100
286,-0.105,-0.105
287,-0.105,-0.110
288,-0.105,-0.115
289,-0.105,-0.110
290,-0.110,-0.105
291,-0.120,-0.105
292,-0.125,-0.110
293,-0.125,-0.115
294,-0.135,-0.115
295,-0.145,-0.115
296,-0.135,-0.110
297,-0.125,-0.105
298,-0.125,-0.105
299,-0.125,-0.105
300,-0.130,-0.110
301,-0.135,-0.115
302,-0.125,-0.115
303,-0.115,-0.115
304,-0.115,-0.110
305,-0.115,-0.105
306,-0.120,-0.100
307,-0.125,-0.095
308,-0.125,-0.105
309,-0.125,-0.115
310,-0.135,-0.110
311,-0.140,-0.105
312,-0.125,-0.100
313,-0.115,-0.095
314,-0.120,-0.100
315,-0.125,-0.105
316,-0.125,-0.110
317,-0.125,-0.115
318,-0.120,-0.115
319,-0.115,-0.115
320,-0.120,-0.110
321,-0.125,-0.105
322,-0.130,-0.110
323,-0.135,-0.115
324,-0.135,-0.120
325,-0.145,-0.125
326,-0.160,-0.125
327,-0.160,-0.125
328,-0.150,-0.120
329,-0.140,-0.115
330,-0.130,-0.115
331,-0.125,-0.115
332,-0.130,-0.120
333,-0.135,-0.125
334,-0.125,-0.125
335,-0.125,-0.120
336,-0.125,-0.115
337,-0.125,-0.115
338,-0.125,-0.115
339,-0.130,-0.125
340,-0.135,-0.135
341,-0.140,-0.130
342,-0.145,-0.125
343,-0.135,-0.120
344,-0.125,-0.115
345,-0.125,-0.120
346,-0.125,-0.125
347,-0.130,-0.130
348,-0.135,-0.135
349,-0.125,-0.130
350,-0.115,-0.125
351,-0.115,-0.120
352,-0.115,-0.115
353,-0.125,-0.120
354,-0.130,-0.125
355,-0.115,-0.140
356,-0.100,-0.140
357,-0.090,-0.130
358,-0.065,-0.105
359,-0.030,-0.065
360,-0.015,-0.045
361,-0.010,-0.045
362,-0.025,-0.065
363,-0.055,-0.095
364,-0.065,-0.105
365,-0.065,-0.105
366,-0.075,-0.105
367,-0.090,-0.110
368,-0.095,-0.115
369,-0.100,-0.115
370,-0.115,-0.120
371,-0.130,-0.130
372,-0.130,-0.135
373,-0.120,-0.140
374,-0.120,-0.145
375,-0.115,-0.145
376,-0.135,-0.130
377,-0.135,-0.125
378,-0.135,-0.135
379,-0.135,-0.145
380,-0.135,-0.140
381,-0.135,-0.135
382,-0.130,-0.135
383,-0.125,-0.135
384,-0.130,-0.130
385,-0.135,-0.125
386,-0.140,-0.130
387,-0.145,-0.135
388,-0.130,-0.135
389,-0.115,-0.135
390,-0.120,-0.135
391,-0.125,-0.135
392,-0.115,-0.125
393,-0.105,-0.115
394,-0.105,-0.120
395,-0.105,-0.125
396,-0.090,-0.125
397,-0.110,-0.115
398,-0.170,-0.095
399,-0.240,-0.080
400,-0.330,-0.065
401,-0.310,-0.015
402,-0.220,0.050
403,0.050,0.125
404,0.405,0.210
405,0.900,0.145
406,1.455,0.020
407,1.550,-0.100
408,1.490,-0.220
409,0.885,-0.425
410,0.145,-0.655
411,-0.195,-0.680
412,-0.465,-0.660
413,-0.460,-0.540
414,-0.420,-0.405
415,-0.340,-0.305
416,-0.260,-0.210
417,-0.190,-0.155
418,-0.125,-0.105
419,-0.110,-0.090
420,-0.095,-0.075
421,-0.100,-0.075
422,-0.105,-0.075
423,-0.120,-0.080
424,-0.135,-0.085
425,-0.135,-0.095
426,-0.135,-0.105
427,-0.125,-0.090
428,-0.115,-0.075
429,-0.115,-0.080
430,-0.115,-0.085
431,-0.110,-0.080
432,-0.105,-0.075
433,-0.110,-0.085
434,-0.115,-0.095
435,-0.120,-0.090
436,-0.120,-0.085
437,-0.105,-0.080
438,-0.095,-0.075
439,-0.095,-0.075
440,-0.095,-0.075
441,-0.095,-0.080
442,-0.095,-0.080
443,-0.090,-0.070
444,-0.085,-0.065
445,-0.080,-0.070
446,-0.075,-0.075
447,-0.075,-0.070
448,-0.070,-0.065
449,-0.060,-0.070
450,-0.055,-0.070
451,-0.060,-0.060
452,-0.055,-0.055
453,-0.040,-0.055
454,-0.035,-0.055
455,-0.030,-0.055
456,-0.025,-0.055
457,-0.020,-0.060
458,-0.010,-0.060
459,0.005,-0.045
460,0.010,-0.040
461,0.015,-0.035
462,0.025,-0.035
463,0.035,-0.035
464,0.050,-0.040
465,0.065,-0.045
466,0.070,-0.035
467,0.075,-0.025
468,0.090,-0.025
469,0.105,-0.025
470,0.120,-0.025
471,0.135,-0.025
472,0.145,-0.025
473,0.160,-0.025
474,0.180,-0.020
475,0.195,-0.015
476,0.205,-0.005
477,0.220,0.005
478,0.235,0.005
479,0.250,0.005
480,0.265,0.005
481,0.275,0.005
482,0.270,0.010
483,0.265,0.020
484,0.270,0.030
485,0.270,0.035
486,0.255,0.035
487,0.235,0.030
488,0.215,0.020
489,0.195,0.015
490,0.180,0.010
491,0.160,0.005
492,0.130,0.005
493,0.105,0.000
494,0.070,-0.010
495,0.050,-0.030
496,0.030,-0.050
497,0.015,-0.055
498,0.000,-0.060
499,-0.015,-0.065
500,-0.005,-0.065
501,-0.045,-0.070
502,-0.055,-0.075
503,-0.065,-0.085
504,-0.075,-0.095
505,-0.080,-0.100
506,-0.085,-0.105
507,-0.085,-0.100
508,-0.085,-0.095
509,-0.085,-0.090
510,-0.085,-0.085
511,-0.085,-0.090
512,-0.085,-0.095
513,-0.080,-0.100
514,-0.075,-0.105
515,-0.085,-0.100
516,-0.095,-0.095
517,-0.085,-0.090
518,-0.075,-0.085
519,-0.085,-0.090
520,-0.095,-0.095
521,-0.090,-0.095
522,-0.085,-0.095
523,-0.080,-0.090
524,-0.075,-0.085
525,-0.075,-0.080
526,-0.075,-0.075
527,-0.080,-0.080
528,-0.085,-0.085
529,-0.085,-0.090
530,-0.085,-0.095
531,-0.090,-0.090
532,-0.095,-0.085
533,-0.090,-0.085
534,-0.085,-0.085
535,-0.090,-0.085
536,-0.095,-0.085
537,-0.090,-0.090
538,-0.085,-0.095
539,-0.085,-0.090
540,-0.085,-0.085
541,-0.090,-0.085
542,-0.100,-0.085
543,-0.105,-0.085
544,-0.100,-0.090
545,-0.095,-0.095
546,-0.095,-0.095
547,-0.095,-0.095
548,-0.095,-0.090
549,-0.095,-0.085
550,-0.095,-0.090
551,-0.095,-0.095
552,-0.100,-0.100
553,-0.105,-0.105
554,-0.100,-0.105
555,-0.095,-0.105
556,-0.095,-0.100
557,-0.095,-0.095
558,-0.105,-0.100
559,-0.115,-0.105
560,-0.105,-0.110
561,-0.095,-0.115
562,-0.105,-0.105
563,-0.115,-0.095
564,-0.110,-0.100
565,-0.105,-0.105
566,-0.105,-0.105
567,-0.105,-0.105
568,-0.100,-0.105
569,-0.095,-0.105
570,-0.090,-0.100
571,-0.090,-0.095
572,-0.100,-0.100
573,-0.105,-0.105
574,-0.100,-0.110
575,-0.075,-0.100
576,-0.050,-0.080
577,-0.020,-0.055
578,0.010,-0.030
579,0.005,-0.035
580,-0.010,-0.050
581,-0.030,-0.070
582,-0.050,-0.090
583,-0.055,-0.095
584,-0.055,-0.095
585,-0.070,-0.095
586,-0.085,-0.095
587,-0.095,-0.095
588,-0.105,-0.095
589,-0.115,-0.115
590,-0.125,-0.135
591,-0.130,-0.125
592,-0.135,-0.115
593,-0.125,-0.110
594,-0.115,-0.105
595,-0.120,-0.105
596,-0.125,-0.105
597,-0.130,-0.115
598,-0.135,-0.125
599,-0.125,-0.125
600,-0.115,-0.125
601,-0.120,-0.120
602,-0.125,-0.115
603,-0.125,-0.115
604,-0.125,-0.115
605,-0.120,-0.120
606,-0.120,-0.125
607,-0.130,-0.120
608,-0.130,-0.115
609,-0.115,-0.110
610,-0.105,-0.105
611,-0.105,-0.105
612,-0.100,-0.105
613,-0.090,-0.105
614,-0.125,-0.095
615,-0.180,-0.070
616,-0.240,-0.050
617,-0.300,-0.020
618,-0.235,0.050
619,-0.130,0.130
620,0.210,0.175
621,0.585,0.210
622,1.085,0.085
623,1.600,-0.065
624,1.430,-0.200
625,1.625,-0.075
626,0.545,-0.540
627,-0.110,-0.745
628,-0.320,-0.695
629,-0.510,-0.635
630,-0.450,-0.490
631,-0.385,-0.355
632,-0.300,-0.255
633,-0.215,-0.165
634,-0.155,-0.105
635,-0.105,-0.055
636,-0.105,-0.055
637,-0.105,-0.055
638,-0.120,-0.065
639,-0.135,-0.075
640,-0.135,-0.075
641,-0.135,-0.075
642,-0.135,-0.075
643,-0.135,-0.075
644,-0.135,-0.075
645,-0.135,-0.075
646,-0.130,-0.075
647,-0.125,-0.075
648,-0.125,-0.070
649,-0.125,-0.065
650,-0.125,-0.065
651,-0.125,-0.065
652,-0.120,-0.070
653,-0.120,-0.075
654,-0.130,-0.070
655,-0.130,-0.065
656,-0.120,-0.060
657,-0.115,-0.055
658,-0.110,-0.060
659,-0.105,-0.065
660,-0.110,-0.070
661,-0.110,-0.075
662,-0.100,-0.070
663,-0.095,-0.065
664,-0.095,-0.060
665,-0.095,-0.055
666,-0.090,-0.055
667,-0.080,-0.060
668,-0.075,-0.065
669,-0.080,-0.060
670,-0.085,-0.055
