'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,0.720,0.360
1,1.030,0.005
2,0.700,-0.325
3,0.375,-0.650
4,0.045,-0.980
5,-0.280,-1.305
6,-0.610,-1.600
7,-0.935,-1.700
8,-1.265,-1.750
9,-1.590,-1.565
10,-1.790,-1.370
11,-1.535,-1.145
12,-1.260,-0.900
13,-0.935,-0.595
14,-0.665,-0.350
15,-0.495,-0.230
16,-0.370,-0.130
17,-0.310,-0.070
18,-0.270,-0.030
19,-0.260,-0.025
20,-0.240,-0.015
21,-0.205,0.000
22,-0.180,0.020
23,-0.160,0.045
24,-0.140,0.060
25,-0.120,0.065
26,-0.110,0.070
27,-0.115,0.075
28,-0.100,0.080
29,-0.065,0.085
30,-0.060,0.090
31,-0.080,0.090
32,-0.065,0.100
33,-0.030,0.115
34,-0.025,0.120
35,-0.035,0.120
36,-0.025,0.120
37,-0.005,0.125
38,0.000,0.130
39,-0.005,0.135
40,0.015,0.160
41,0.045,0.185
42,0.040,0.185
43,0.030,0.180
44,0.065,0.190
45,0.100,0.200
46,0.120,0.220
47,0.140,0.240
48,0.145,0.270
49,0.150,0.300
50,0.170,0.295
51,0.195,0.295
52,0.230,0.325
53,0.260,0.350
54,0.270,0.345
55,0.290,0.345
56,0.325,0.370
57,0.360,0.395
58,0.390,0.410
59,0.415,0.420
60,0.430,0.415
61,0.460,0.435
62,0.505,0.495
63,0.550,0.530
64,0.590,0.525
65,0.630,0.520
66,0.670,0.520
67,0.695,0.520
68,0.710,0.525
69,0.735,0.525
70,0.760,0.515
71,0.780,0.510
72,0.800,0.505
73,0.825,0.510
74,0.845,0.525
75,0.830,0.510
76,0.805,0.485
77,0.800,0.475
78,0.800,0.465
79,0.755,0.430
80,0.695,0.395
81,0.650,0.375
82,0.605,0.355
83,0.555,0.330
84,0.500,0.300
85,0.435,0.265
86,0.370,0.230
87,0.325,0.215
88,0.280,0.200
89,0.245,0.185
90,0.205,0.170
91,0.170,0.150
92,0.135,0.130
93,0.100,0.115
94,0.070,0.100
95,0.060,0.085
96,0.050,0.070
97,0.035,0.065
98,0.020,0.060
99,0.015,0.055
100,0.010,0.045
101,0.000,0.030
102,-0.015,0.020
103,-0.035,0.020
104,-0.050,0.020
105,-0.045,0.015
106,-0.035,0.010
107,-0.025,0.015
108,-0.030,0.020
109,-0.060,0.020
110,-0.075,0.020
111,-0.090,0.015
112,-0.085,0.005
113,-0.060,-0.005
114,-0.065,-0.005
115,-0.090,0.005
116,-0.085,0.010
117,-0.055,0.015
118,-0.050,0.020
119,-0.055,0.025
120,-0.060,0.030
121,-0.060,0.035
122,-0.060,0.035
123,-0.055,0.025
124,-0.060,0.020
125,-0.050,0.020
126,-0.070,0.030
127,-0.060,0.030
128,-0.060,0.030
129,-0.060,0.030
130,-0.070,0.025
131,-0.080,0.020
132,-0.075,0.010
133,-0.070,0.000
134,-0.055,0.020
135,-0.040,0.040
136,-0.035,0.025
137,-0.035,0.010
138,-0.055,0.010
139,-0.065,0.010
140,-0.050,0.010
141,-0.040,0.010
142,-0.050,0.005
143,-0.060,0.000
144,-0.055,-0.005
145,-0.050,-0.010
146,-0.045,-0.005
147,-0.045,-0.005
148,-0.055,-0.015
149,-0.055,-0.015
150,-0.045,-0.005
151,-0.040,-0.005
152,-0.040,-0.015
153,-0.040,-0.020
154,-0.035,-0.020
155,-0.040,-0.025
156,-0.055,-0.035
157,-0.060,-0.040
158,-0.055,-0.035
159,-0.050,-0.030
160,-0.045,-0.030
161,-0.040,-0.030
162,-0.035,-0.025
163,-0.035,-0.020
164,-0.045,-0.025
165,-0.050,-0.025
166,-0.045,-0.015
167,-0.045,-0.010
168,-0.050,-0.010
169,-0.040,-0.005
170,-0.030,0.000
171,-0.040,0.005
172,-0.050,0.010
173,-0.055,0.015
174,-0.060,0.020
175,-0.030,0.020
176,-0.010,0.020
177,0.010,0.030
178,0.035,0.045
179,0.060,0.075
180,0.075,0.100
181,0.050,0.095
182,0.040,0.095
183,0.075,0.120
184,0.100,0.140
185,0.090,0.145
186,0.095,0.150
187,0.135,0.160
188,0.180,0.170
189,0.220,0.165
190,0.250,0.150
191,0.270,0.125
192,0.265,0.105
193,0.235,0.095
194,0.200,0.075
195,0.165,0.050
196,0.130,0.030
197,0.090,0.015
198,0.065,0.000
199,0.040,-0.015
200,0.035,-0.010
201,0.045,0.005
202,0.025,0.005
203,-0.015,-0.005
204,-0.070,-0.010
205,-0.135,-0.015
206,-0.125,-0.030
207,-0.105,-0.045
208,-0.100,-0.050
209,-0.110,-0.060
210,-0.110,-0.060
211,-0.110,-0.060
212,-0.095,-0.045
213,-0.080,-0.030
214,-0.090,-0.030
215,-0.100,-0.030
216,-0.090,-0.035
217,-0.075,-0.035
218,-0.025,0.000
219,0.025,0.065
220,0.085,0.225
221,0.040,0.300
222,-0.265,0.165
223,-0.360,0.065
224,-0.035,0.040
225,0.290,0.065
226,0.615,0.180
227,0.940,0.275
228,1.265,0.335
229,1.280,0.215
230,0.950,-0.115
231,0.625,-0.440
232,0.295,-0.770
233,-0.030,-1.095
234,-0.360,-1.425
235,-0.685,-1.650
236,-1.015,-1.815
237,-1.345,-1.750
238,-1.670,-1.575
239,-1.650,-1.390
240,-1.480,-1.205
241,-1.195,-0.915
242,-0.870,-0.590
243,-0.600,-0.375
244,-0.350,-0.190
245,-0.240,-0.090
246,-0.150,-0.010
247,-0.125,0.000
248,-0.105,0.005
249,-0.085,0.025
250,-0.100,0.010
251,-0.045,0.050
252,-0.030,0.050
253,-0.015,0.060
254,0.000,0.070
255,0.010,0.060
256,0.020,0.050
257,0.020,0.070
258,0.020,0.090
259,0.015,0.095
260,0.010,0.100
261,0.025,0.100
262,0.040,0.100
263,0.045,0.115
264,0.060,0.130
265,0.090,0.135
266,0.110,0.140
267,0.115,0.150
268,0.120,0.160
269,0.125,0.165
270,0.130,0.170
271,0.130,0.175
272,0.140,0.185
273,0.160,0.200
274,0.180,0.210
275,0.210,0.210
276,0.220,0.215
277,0.225,0.225
278,0.250,0.240
279,0.280,0.255
280,0.300,0.280
281,0.320,0.310
282,0.360,0.325
283,0.410,0.335
284,0.430,0.355
285,0.445,0.375
286,0.475,0.395
287,0.505,0.415
288,0.535,0.420
289,0.565,0.425
290,0.600,0.445
291,0.635,0.465
292,0.670,0.480
293,0.700,0.490
294,0.735,0.495
295,0.770,0.500
296,0.790,0.490
297,0.810,0.480
298,0.840,0.505
299,0.870,0.530
300,0.885,0.520
301,0.900,0.510
302,0.900,0.490
303,0.900,0.465
304,0.895,0.440
305,0.880,0.420
306,0.840,0.430
307,0.810,0.435
308,0.815,0.415
309,0.795,0.390
310,0.730,0.360
311,0.665,0.330
312,0.610,0.300
313,0.550,0.265
314,0.485,0.230
315,0.445,0.220
316,0.430,0.240
317,0.380,0.225
318,0.310,0.180
319,0.250,0.155
320,0.200,0.145
321,0.160,0.130
322,0.130,0.110
323,0.115,0.090
324,0.105,0.075
325,0.100,0.070
326,0.095,0.065
327,0.070,0.060
328,0.045,0.055
329,0.040,0.050
330,0.035,0.045
331,0.030,0.040
332,0.035,0.045
333,0.030,0.050
334,0.010,0.050
335,0.005,0.050
336,0.000,0.050
337,-0.015,0.045
338,-0.030,0.040
339,-0.020,0.045
340,-0.010,0.050
