'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,0.135,0.155
1,0.155,0.160
2,0.155,0.165
3,0.170,0.175
4,0.185,0.185
5,0.200,0.200
6,0.215,0.215
7,0.230,0.215
8,0.245,0.215
9,0.260,0.230
10,0.280,0.245
11,0.305,0.255
12,0.330,0.270
13,0.350,0.290
14,0.375,0.305
15,0.405,0.305
16,0.425,0.305
17,0.430,0.315
18,0.435,0.325
19,0.445,0.335
20,0.455,0.345
21,0.470,0.350
22,0.475,0.355
23,0.480,0.350
24,0.485,0.345
25,0.490,0.340
26,0.490,0.335
27,0.480,0.330
28,0.465,0.320
29,0.445,0.310
30,0.410,0.280
31,0.375,0.245
32,0.325,0.210
33,0.270,0.175
34,0.210,0.135
35,0.145,0.095
36,0.105,0.055
37,0.060,0.010
38,0.010,-0.020
39,-0.040,-0.050
40,-0.055,-0.075
41,-0.070,-0.100
42,-0.095,-0.115
43,-0.115,-0.125
44,-0.120,-0.130
45,-0.125,-0.135
46,-0.120,-0.145
47,-0.115,-0.155
48,-0.125,-0.155
49,-0.135,-0.155
50,-0.145,-0.160
51,-0.155,-0.165
52,-0.160,-0.165
53,-0.165,-0.165
54,-0.175,-0.170
55,-0.185,-0.175
56,-0.185,-0.175
57,-0.185,-0.175
58,-0.175,-0.170
59,-0.165,-0.165
60,-0.165,-0.165
61,-0.165,-0.165
62,-0.155,-0.165
63,-0.150,-0.165
64,-0.160,-0.160
65,-0.165,-0.155
66,-0.165,-0.155
67,-0.165,-0.155
68,-0.165,-0.155
69,-0.165,-0.155
70,-0.160,-0.155
71,-0.155,-0.155
72,-0.155,-0.155
73,-0.155,-0.155
74,-0.150,-0.150
75,-0.145,-0.145
76,-0.150,-0.140
77,-0.155,-0.135
78,-0.155,-0.140
79,-0.155,-0.145
80,-0.150,-0.150
81,-0.145,-0.155
82,-0.145,-0.150
83,-0.145,-0.145
84,-0.135,-0.145
85,-0.140,-0.150
86,-0.145,-0.155
87,-0.145,-0.160
88,-0.145,-0.165
89,-0.145,-0.160
90,-0.145,-0.155
91,-0.145,-0.150
92,-0.145,-0.145
93,-0.155,-0.150
94,-0.165,-0.155
95,-0.160,-0.160
96,-0.155,-0.165
97,-0.155,-0.165
98,-0.155,-0.165
99,-0.155,-0.160
100,-0.155,-0.155
101,-0.155,-0.165
102,-0.155,-0.175
103,-0.160,-0.175
104,-0.165,-0.175
105,-0.160,-0.180
106,-0.155,-0.180
107,-0.155,-0.170
108,-0.155,-0.170
109,-0.160,-0.180
110,-0.165,-0.185
111,-0.160,-0.185
112,-0.155,-0.185
113,-0.155,-0.185
114,-0.155,-0.180
115,-0.155,-0.170
116,-0.155,-0.165
117,-0.150,-0.170
118,-0.150,-0.175
119,-0.160,-0.180
120,-0.160,-0.185
121,-0.150,-0.185
122,-0.145,-0.180
123,-0.150,-0.170
124,-0.155,-0.165
125,-0.155,-0.165
126,-0.150,-0.180
127,-0.145,-0.185
128,-0.150,-0.180
129,-0.155,-0.175
130,-0.150,-0.175
131,-0.145,-0.175
132,-0.145,-0.180
133,-0.145,-0.185
134,-0.150,-0.185
135,-0.155,-0.185
136,-0.155,-0.185
137,-0.155,-0.185
138,-0.150,-0.175
139,-0.145,-0.165
140,-0.150,-0.170
141,-0.155,-0.175
142,-0.145,-0.180
143,-0.135,-0.185
144,-0.140,-0.185
145,-0.145,-0.185
146,-0.145,-0.180
147,-0.145,-0.175
148,-0.145,-0.180
149,-0.145,-0.185
150,-0.145,-0.185
151,-0.145,-0.185
152,-0.145,-0.185
153,-0.145,-0.180
154,-0.140,-0.170
155,-0.135,-0.165
156,-0.140,-0.170
157,-0.140,-0.175
158,-0.130,-0.180
159,-0.130,-0.185
160,-0.140,-0.180
161,-0.145,-0.175
162,-0.140,-0.175
163,-0.135,-0.175
164,-0.135,-0.175
165,-0.135,-0.175
166,-0.140,-0.175
167,-0.140,-0.180
168,-0.135,-0.185
169,-0.135,-0.175
170,-0.135,-0.165
171,-0.135,-0.170
172,-0.135,-0.175
173,-0.130,-0.175
174,-0.125,-0.175
175,-0.125,-0.175
176,-0.125,-0.175
177,-0.125,-0.170
178,-0.125,-0.165
179,-0.125,-0.170
180,-0.125,-0.175
181,-0.125,-0.175
182,-0.125,-0.175
183,-0.115,-0.170
184,-0.105,-0.160
185,-0.100,-0.145
186,-0.090,-0.135
187,-0.075,-0.145
188,-0.055,-0.155
189,-0.035,-0.150
190,-0.020,-0.135
191,-0.010,-0.110
192,-0.010,-0.095
193,-0.025,-0.090
194,-0.020,-0.090
195,0.005,-0.100
196,0.015,-0.105
197,0.015,-0.105
198,-0.005,-0.105
199,-0.035,-0.105
200,-0.065,-0.125
201,-0.090,-0.150
202,-0.095,-0.160
203,-0.100,-0.170
204,-0.095,-0.175
205,-0.080,-0.170
206,-0.095,-0.160
207,-0.120,-0.150
208,-0.140,-0.150
209,-0.165,-0.165
210,-0.170,-0.180
211,-0.175,-0.195
212,-0.170,-0.200
213,-0.165,-0.205
214,-0.160,-0.195
215,-0.155,-0.185
216,-0.140,-0.180
217,-0.125,-0.175
218,-0.115,-0.175
219,-0.105,-0.175
220,-0.115,-0.175
221,-0.120,-0.175
222,-0.090,-0.165
223,-0.045,-0.130
224,0.015,-0.055
225,0.130,0.045
226,0.330,0.170
227,0.545,0.305
