'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,-0.080,-0.320
1,-0.095,-0.385
2,-0.090,-0.380
3,-0.105,-0.375
4,-0.120,-0.370
5,-0.105,-0.360
6,-0.090,-0.350
7,-0.095,-0.360
8,-0.100,-0.370
9,-0.095,-0.370
10,-0.090,-0.370
11,-0.105,-0.370
12,-0.120,-0.370
13,-0.110,-0.360
14,-0.100,-0.355
15,-0.105,-0.370
16,-0.110,-0.380
17,-0.105,-0.385
18,-0.100,-0.390
19,-0.110,-0.385
20,-0.120,-0.380
21,-0.125,-0.385
22,-0.130,-0.385
23,-0.125,-0.370
24,-0.120,-0.370
25,-0.120,-0.400
26,-0.120,-0.410
27,-0.115,-0.405
28,-0.115,-0.390
29,-0.125,-0.375
30,-0.130,-0.370
31,-0.130,-0.370
32,-0.120,-0.370
33,-0.105,-0.370
34,-0.080,-0.350
35,-0.045,-0.325
36,-0.045,-0.290
37,-0.055,-0.255
38,-0.035,-0.200
39,-0.005,-0.145
40,0.015,-0.075
41,0.035,-0.005
42,0.030,-0.020
43,0.020,-0.040
44,-0.005,-0.015
45,-0.030,0.010
46,-0.050,-0.030
47,-0.070,-0.075
48,-0.095,-0.115
49,-0.120,-0.150
50,-0.150,-0.165
51,-0.170,-0.185
52,-0.180,-0.210
53,-0.190,-0.240
54,-0.185,-0.300
55,-0.180,-0.340
56,-0.180,-0.360
57,-0.180,-0.375
58,-0.175,-0.395
59,-0.170,-0.405
60,-0.180,-0.390
61,-0.190,-0.380
62,-0.185,-0.370
63,-0.170,-0.415
64,-0.150,-0.525
65,-0.050,-0.400
66,0.120,-0.070
67,0.305,0.920
68,0.505,2.360
69,0.510,3.610
70,0.400,4.750
71,-0.445,5.110
72,-1.615,5.110
73,-2.085,4.140
74,-2.300,2.815
75,-2.165,1.185
76,-1.925,-0.525
77,-1.710,-0.700
78,-1.500,-0.550
79,-1.070,-0.490
80,-0.610,-0.445
81,-0.365,-0.460
82,-0.140,-0.485
83,-0.090,-0.525
84,-0.040,-0.570
85,-0.020,-0.580
86,0.000,-0.590
87,0.020,-0.590
88,0.040,-0.590
89,0.055,-0.570
90,0.070,-0.550
91,0.080,-0.575
92,0.090,-0.600
93,0.110,-0.580
94,0.130,-0.560
95,0.140,-0.570
96,0.150,-0.575
97,0.160,-0.555
98,0.175,-0.545
