'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,0.240,0.560
1,0.355,0.520
2,0.420,0.490
3,0.460,0.445
4,0.500,0.395
5,0.515,0.340
6,0.525,0.285
7,0.460,0.240
8,0.400,0.200
9,0.320,0.185
10,0.250,0.165
11,0.200,0.140
12,0.140,0.115
13,0.070,0.090
14,0.010,0.070
15,-0.020,0.060
16,-0.050,0.050
17,-0.080,0.055
18,-0.110,0.060
19,-0.135,0.050
20,-0.150,0.040
21,-0.165,0.045
22,-0.170,0.050
23,-0.175,0.055
24,-0.185,0.055
25,-0.195,0.045
26,-0.210,0.045
27,-0.230,0.055
28,-0.230,0.060
29,-0.215,0.055
30,-0.220,0.050
31,-0.235,0.050
32,-0.255,0.045
33,-0.275,0.035
34,-0.280,0.030
35,-0.280,0.035
36,-0.280,0.040
37,-0.285,0.040
38,-0.295,0.040
39,-0.305,0.040
40,-0.315,0.040
41,-0.325,0.035
42,-0.320,0.030
43,-0.310,0.030
44,-0.345,0.025
45,-0.380,0.020
46,-0.375,0.025
47,-0.370,0.030
48,-0.370,0.030
49,-0.370,0.030
50,-0.375,0.020
51,-0.380,0.010
52,-0.375,0.020
53,-0.370,0.030
54,-0.380,0.020
55,-0.390,0.010
56,-0.395,0.005
57,-0.400,0.000
58,-0.395,0.005
59,-0.390,0.010
60,-0.390,0.005
61,-0.390,0.000
62,-0.400,0.010
63,-0.410,0.015
64,-0.410,0.005
65,-0.410,0.000
66,-0.410,-0.005
67,-0.405,-0.005
68,-0.395,0.005
69,-0.395,0.010
70,-0.415,0.005
71,-0.420,0.000
72,-0.415,0.005
73,-0.410,0.005
74,-0.405,-0.005
75,-0.400,-0.010
76,-0.405,-0.005
77,-0.410,0.000
78,-0.415,-0.005
79,-0.420,-0.010
80,-0.415,-0.010
81,-0.410,-0.010
82,-0.410,-0.015
83,-0.410,-0.020
84,-0.420,-0.010
85,-0.405,0.000
86,-0.390,0.010
87,-0.410,-0.010
