'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,0.035,0.055
1,0.060,0.050
2,0.065,0.045
3,0.075,0.055
4,0.085,0.065
5,0.075,0.065
6,0.065,0.065
7,0.065,0.055
8,0.065,0.045
9,0.070,0.045
10,0.075,0.045
11,0.075,0.040
12,0.075,0.035
13,0.070,0.030
14,0.065,0.025
15,0.065,0.015
16,0.065,0.005
17,0.065,0.000
18,0.065,-0.005
19,0.060,-0.005
20,0.055,-0.005
21,0.040,-0.020
22,0.030,-0.030
23,0.015,-0.040
24,0.000,-0.045
25,-0.010,-0.050
26,-0.020,-0.055
27,-0.030,-0.055
28,-0.040,-0.055
29,-0.050,-0.060
30,-0.060,-0.070
31,-0.070,-0.080
32,-0.080,-0.085
33,-0.090,-0.085
34,-0.095,-0.085
35,-0.090,-0.080
36,-0.085,-0.075
37,-0.085,-0.075
38,-0.085,-0.080
39,-0.090,-0.090
40,-0.095,-0.095
41,-0.090,-0.095
42,-0.085,-0.090
43,-0.085,-0.085
44,-0.085,-0.080
45,-0.085,-0.075
46,-0.080,-0.085
47,-0.075,-0.095
48,-0.075,-0.090
49,-0.075,-0.085
50,-0.075,-0.080
51,-0.075,-0.075
52,-0.075,-0.075
53,-0.075,-0.075
54,-0.070,-0.075
55,-0.065,-0.075
56,-0.060,-0.075
57,-0.055,-0.075
58,-0.055,-0.070
59,-0.055,-0.065
60,-0.065,-0.070
61,-0.075,-0.075
62,-0.075,-0.080
63,-0.075,-0.085
64,-0.070,-0.085
65,-0.065,-0.085
66,-0.060,-0.080
67,-0.060,-0.075
68,-0.070,-0.080
69,-0.075,-0.085
70,-0.075,-0.090
71,-0.075,-0.095
72,-0.075,-0.095
73,-0.070,-0.095
74,-0.060,-0.090
75,-0.060,-0.085
76,-0.070,-0.085
77,-0.075,-0.090
78,-0.080,-0.100
79,-0.085,-0.105
80,-0.085,-0.105
81,-0.085,-0.100
82,-0.080,-0.090
83,-0.075,-0.085
84,-0.075,-0.095
85,-0.080,-0.105
86,-0.085,-0.115
87,-0.080,-0.110
88,-0.075,-0.105
89,-0.060,-0.090
90,-0.045,-0.075
91,-0.035,-0.065
92,-0.025,-0.055
93,-0.025,-0.055
94,-0.025,-0.055
95,-0.020,-0.050
96,-0.015,-0.045
97,-0.010,-0.050
98,-0.005,-0.055
99,0.005,-0.065
100,0.020,-0.075
101,0.035,-0.070
102,0.045,-0.065
103,0.050,-0.065
104,0.055,-0.065
105,0.050,-0.070
106,0.035,-0.085
107,0.015,-0.105
108,-0.005,-0.115
109,-0.035,-0.110
110,-0.050,-0.105
111,-0.065,-0.110
112,-0.080,-0.115
113,-0.090,-0.120
114,-0.095,-0.130
115,-0.090,-0.140
116,-0.085,-0.145
117,-0.090,-0.145
118,-0.095,-0.145
119,-0.095,-0.145
120,-0.095,-0.145
121,-0.100,-0.140
122,-0.105,-0.135
123,-0.105,-0.140
124,-0.105,-0.145
125,-0.105,-0.145
126,-0.115,-0.145
127,-0.115,-0.145
128,-0.110,-0.135
129,-0.105,-0.125
130,-0.105,-0.130
131,-0.105,-0.135
132,-0.095,-0.140
133,-0.085,-0.145
134,-0.090,-0.140
135,-0.095,-0.135
136,-0.090,-0.130
137,-0.085,-0.125
138,-0.080,-0.130
139,-0.075,-0.135
140,-0.080,-0.125
141,-0.070,-0.110
142,-0.025,-0.090
143,0.075,-0.070
144,0.250,-0.055
145,0.540,-0.070
146,0.960,-0.135
147,1.410,-0.250
148,1.885,-0.420
149,1.735,-0.575
150,1.090,-0.715
151,0.350,-0.775
152,-0.455,-0.775
153,-0.725,-0.635
154,-0.705,-0.415
155,-0.540,-0.275
156,-0.315,-0.175
157,-0.195,-0.115
158,-0.115,-0.075
159,-0.090,-0.055
160,-0.080,-0.040
161,-0.075,-0.035
162,-0.080,-0.040
163,-0.085,-0.045
164,-0.085,-0.050
165,-0.085,-0.055
166,-0.080,-0.055
167,-0.080,-0.050
168,-0.085,-0.045
169,-0.085,-0.045
170,-0.085,-0.045
171,-0.075,-0.045
172,-0.065,-0.045
173,-0.070,-0.050
174,-0.075,-0.055
175,-0.070,-0.045
176,-0.065,-0.035
177,-0.060,-0.030
178,-0.055,-0.025
179,-0.050,-0.030
180,-0.045,-0.035
181,-0.040,-0.040
182,-0.035,-0.045
183,-0.035,-0.035
184,-0.035,-0.025
185,-0.035,-0.020
186,-0.035,-0.015
187,-0.030,-0.015
188,-0.020,-0.015
189,-0.010,-0.015
190,-0.005,-0.015
191,0.000,-0.010
192,0.005,-0.005
193,0.005,0.000
194,0.005,0.005
195,0.010,0.005
196,0.025,0.010
197,0.040,0.020
198,0.045,0.025
199,0.050,0.030
200,0.055,0.035
201,0.055,0.040
202,0.055,0.050
203,0.060,0.060
204,0.065,0.065
205,0.070,0.065
206,0.085,0.070
207,0.100,0.080
208,0.105,0.085
209,0.105,0.075
210,0.110,0.075
211,0.115,0.075
212,0.120,0.075
213,0.125,0.075
214,0.120,0.075
215,0.115,0.075
216,0.115,0.070
217,0.115,0.065
218,0.115,0.060
219,0.115,0.055
220,0.115,0.050
221,0.115,0.045
222,0.115,0.035
223,0.115,0.025
224,0.110,0.015
225,0.105,0.005
226,0.100,-0.005
227,0.090,-0.020
228,0.070,-0.035
229,0.050,-0.045
230,0.035,-0.045
231,0.015,-0.050
232,-0.005,-0.060
233,-0.020,-0.070
234,-0.030,-0.080
235,-0.040,-0.085
236,-0.050,-0.090
237,-0.055,-0.095
238,-0.060,-0.095
239,-0.070,-0.095
240,-0.080,-0.100
241,-0.085,-0.105
242,-0.085,-0.105
243,-0.085,-0.105
244,-0.085,-0.110
245,-0.085,-0.110
246,-0.080,-0.100
247,-0.075,-0.095
248,-0.080,-0.100
249,-0.085,-0.105
250,-0.085,-0.105
251,-0.090,-0.110
252,-0.095,-0.105
253,-0.090,-0.100
254,-0.085,-0.095
255,-0.085,-0.095
256,-0.085,-0.095
257,-0.080,-0.100
258,-0.075,-0.105
259,-0.075,-0.105
260,-0.075,-0.105
261,-0.075,-0.095
