'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,-0.065,-0.055
1,-0.055,-0.045
2,-0.055,-0.045
3,-0.050,-0.045
4,-0.045,-0.045
5,-0.040,-0.045
6,-0.035,-0.045
7,-0.035,-0.040
8,-0.035,-0.035
9,-0.030,-0.035
10,-0.025,-0.035
11,-0.025,-0.035
12,-0.025,-0.035
13,-0.020,-0.030
14,-0.015,-0.025
15,-0.010,-0.025
16,-0.005,-0.025
17,0.000,-0.025
18,0.005,-0.025
19,0.010,-0.020
20,0.015,-0.015
21,0.030,-0.010
22,0.035,-0.005
23,0.035,-0.005
24,0.040,-0.005
25,0.050,-0.005
26,0.060,-0.005
27,0.070,0.000
28,0.085,0.005
29,0.100,0.010
30,0.105,0.015
31,0.110,0.020
32,0.120,0.025
33,0.130,0.030
34,0.140,0.035
35,0.150,0.040
36,0.155,0.045
37,0.160,0.050
38,0.165,0.055
39,0.170,0.055
40,0.180,0.055
41,0.190,0.055
42,0.200,0.055
43,0.205,0.055
44,0.200,0.060
45,0.195,0.065
46,0.185,0.060
47,0.175,0.055
48,0.150,0.040
49,0.125,0.025
50,0.095,0.015
51,0.070,0.005
52,0.045,0.000
53,0.020,-0.005
54,0.000,-0.020
55,-0.020,-0.035
56,-0.040,-0.045
57,-0.055,-0.055
58,-0.065,-0.065
59,-0.075,-0.075
60,-0.080,-0.075
61,-0.085,-0.075
62,-0.095,-0.080
63,-0.105,-0.085
64,-0.110,-0.090
65,-0.115,-0.095
66,-0.115,-0.100
67,-0.115,-0.105
68,-0.110,-0.100
69,-0.105,-0.095
70,-0.110,-0.095
71,-0.115,-0.095
72,-0.115,-0.095
73,-0.115,-0.095
74,-0.110,-0.100
75,-0.105,-0.105
76,-0.105,-0.100
77,-0.105,-0.095
78,-0.110,-0.095
79,-0.115,-0.095
80,-0.110,-0.095
81,-0.105,-0.095
82,-0.105,-0.100
83,-0.105,-0.105
84,-0.105,-0.105
85,-0.105,-0.095
86,-0.105,-0.085
87,-0.105,-0.090
88,-0.105,-0.095
89,-0.105,-0.100
90,-0.105,-0.105
91,-0.100,-0.100
92,-0.095,-0.095
93,-0.090,-0.095
94,-0.085,-0.095
95,-0.085,-0.095
96,-0.085,-0.095
97,-0.090,-0.095
98,-0.095,-0.095
99,-0.095,-0.095
100,-0.095,-0.095
101,-0.090,-0.095
102,-0.085,-0.095
103,-0.090,-0.090
104,-0.095,-0.085
105,-0.095,-0.100
106,-0.095,-0.105
107,-0.095,-0.100
108,-0.095,-0.095
109,-0.100,-0.095
110,-0.105,-0.095
111,-0.105,-0.095
112,-0.105,-0.095
113,-0.105,-0.100
114,-0.105,-0.105
115,-0.100,-0.100
116,-0.100,-0.095
117,-0.110,-0.100
118,-0.115,-0.105
119,-0.110,-0.100
120,-0.105,-0.095
121,-0.105,-0.100
122,-0.105,-0.105
123,-0.105,-0.100
124,-0.105,-0.095
125,-0.105,-0.095
126,-0.105,-0.105
127,-0.105,-0.105
128,-0.095,-0.105
129,-0.085,-0.105
130,-0.080,-0.100
131,-0.075,-0.095
132,-0.070,-0.090
133,-0.065,-0.085
134,-0.060,-0.085
135,-0.055,-0.085
136,-0.050,-0.085
137,-0.045,-0.085
138,-0.040,-0.075
139,-0.030,-0.065
140,-0.015,-0.065
141,-0.005,-0.065
142,-0.005,-0.060
143,-0.005,-0.055
144,-0.010,-0.060
145,-0.015,-0.065
146,-0.015,-0.065
147,-0.025,-0.070
148,-0.050,-0.080
149,-0.065,-0.085
150,-0.070,-0.085
151,-0.080,-0.085
152,-0.090,-0.090
153,-0.095,-0.095
154,-0.100,-0.095
155,-0.105,-0.095
156,-0.110,-0.100
157,-0.115,-0.105
158,-0.115,-0.110
159,-0.115,-0.115
160,-0.120,-0.120
161,-0.125,-0.125
162,-0.120,-0.120
163,-0.115,-0.115
164,-0.120,-0.115
165,-0.125,-0.115
166,-0.125,-0.120
167,-0.125,-0.125
168,-0.125,-0.125
169,-0.120,-0.120
170,-0.115,-0.115
171,-0.115,-0.115
172,-0.115,-0.115
173,-0.115,-0.120
174,-0.115,-0.125
175,-0.110,-0.125
176,-0.105,-0.125
177,-0.100,-0.120
178,-0.100,-0.115
179,-0.140,-0.115
180,-0.145,-0.115
181,-0.080,-0.115
182,0.035,-0.115
183,0.235,-0.115
184,0.465,-0.105
185,0.735,-0.065
186,0.920,-0.040
187,1.010,-0.020
188,0.895,-0.030
189,0.565,-0.080
190,0.240,-0.155
191,-0.090,-0.255
192,-0.275,-0.330
193,-0.360,-0.400
194,-0.320,-0.410
195,-0.205,-0.385
196,-0.130,-0.300
197,-0.070,-0.185
198,-0.055,-0.125
199,-0.060,-0.080
200,-0.065,-0.065
201,-0.070,-0.060
202,-0.075,-0.055
203,-0.075,-0.060
204,-0.075,-0.065
205,-0.075,-0.065
206,-0.075,-0.065
207,-0.075,-0.065
208,-0.075,-0.065
209,-0.065,-0.055
210,-0.070,-0.055
211,-0.075,-0.055
212,-0.070,-0.060
213,-0.065,-0.065
214,-0.060,-0.060
215,-0.055,-0.055
216,-0.050,-0.055
217,-0.045,-0.055
218,-0.035,-0.050
219,-0.025,-0.045
220,-0.030,-0.045
221,-0.035,-0.045
222,-0.030,-0.045
223,-0.025,-0.045
224,-0.020,-0.040
225,-0.015,-0.035
226,-0.015,-0.030
227,-0.015,-0.025
228,-0.005,-0.030
229,0.005,-0.035
230,0.010,-0.030
231,0.015,-0.025
232,0.020,-0.020
233,0.030,-0.015
234,0.040,-0.015
235,0.045,-0.015
236,0.050,-0.010
237,0.060,-0.005
238,0.070,-0.005
239,0.080,0.000
240,0.090,0.010
241,0.095,0.015
242,0.100,0.020
243,0.110,0.025
244,0.120,0.030
245,0.135,0.035
246,0.150,0.040
247,0.160,0.045
248,0.170,0.050
249,0.180,0.055
250,0.175,0.055
251,0.200,0.060
252,0.205,0.055
253,0.205,0.060
254,0.205,0.065
255,0.210,0.065
256,0.215,0.065
257,0.200,0.060
258,0.185,0.055
259,0.170,0.050
260,0.155,0.045
261,0.130,0.020
262,0.110,0.005
263,0.085,0.000
264,0.060,-0.010
265,0.035,-0.025
266,0.010,-0.035
267,-0.020,-0.045
