'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,-0.085,-0.045
1,-0.080,-0.055
2,-0.085,-0.065
3,-0.080,-0.055
4,-0.075,-0.045
5,-0.075,-0.045
6,-0.075,-0.045
7,-0.080,-0.050
8,-0.085,-0.055
9,-0.080,-0.060
10,-0.075,-0.065
11,-0.080,-0.055
12,-0.085,-0.045
13,-0.080,-0.040
14,-0.075,-0.035
15,-0.075,-0.045
16,-0.075,-0.055
17,-0.075,-0.055
18,-0.075,-0.055
19,-0.075,-0.055
20,-0.075,-0.055
21,-0.070,-0.040
22,-0.065,-0.040
23,-0.070,-0.050
24,-0.075,-0.055
25,-0.070,-0.055
26,-0.070,-0.055
27,-0.080,-0.055
28,-0.085,-0.055
29,-0.080,-0.050
30,-0.075,-0.045
31,-0.075,-0.045
32,-0.075,-0.045
33,-0.070,-0.050
34,-0.065,-0.055
35,-0.060,-0.050
36,-0.055,-0.040
37,-0.050,-0.030
38,-0.035,-0.015
39,-0.020,0.000
40,-0.010,0.005
41,0.000,0.005
42,0.010,0.015
43,0.015,0.025
44,0.045,0.035
45,0.075,0.045
46,0.095,0.050
47,0.115,0.050
48,0.105,0.010
49,0.095,-0.025
50,0.090,-0.045
51,0.085,-0.065
52,0.065,-0.060
53,0.040,-0.055
54,0.010,-0.055
55,-0.015,-0.055
56,-0.025,-0.060
57,-0.040,-0.065
58,-0.065,-0.070
59,-0.085,-0.075
60,-0.085,-0.075
61,-0.085,-0.075
62,-0.080,-0.080
63,-0.075,-0.085
64,-0.080,-0.085
65,-0.075,-0.075
66,-0.055,-0.050
67,-0.035,-0.015
68,-0.015,0.030
69,0.010,0.010
70,0.035,-0.055
71,0.240,-0.110
72,0.525,-0.160
73,0.860,-0.150
74,1.215,-0.115
75,1.165,-0.165
76,0.995,-0.250
77,0.435,-0.365
78,-0.210,-0.485
79,-0.465,-0.440
80,-0.665,-0.365
81,-0.585,-0.280
82,-0.470,-0.200
83,-0.345,-0.165
84,-0.215,-0.125
85,-0.145,-0.100
86,-0.075,-0.075
87,-0.080,-0.070
88,-0.085,-0.065
89,-0.095,-0.070
90,-0.105,-0.075
91,-0.100,-0.065
92,-0.095,-0.055
93,-0.090,-0.060
94,-0.085,-0.065
95,-0.090,-0.065
96,-0.095,-0.065
97,-0.090,-0.065
98,-0.085,-0.065
99,-0.085,-0.060
100,-0.085,-0.055
101,-0.085,-0.055
102,-0.085,-0.055
103,-0.080,-0.060
104,-0.075,-0.065
105,-0.075,-0.060
106,-0.070,-0.055
107,-0.060,-0.050
108,-0.055,-0.045
109,-0.055,-0.045
110,-0.055,-0.045
111,-0.050,-0.050
112,-0.040,-0.055
113,-0.030,-0.050
114,-0.025,-0.045
115,-0.025,-0.040
116,-0.020,-0.035
117,-0.010,-0.040
118,-0.005,-0.045
119,0.000,-0.050
120,0.005,-0.055
121,0.005,-0.055
122,0.010,-0.055
123,0.020,-0.050
124,0.030,-0.045
125,0.025,-0.045
126,0.050,-0.050
127,0.055,-0.055
128,0.065,-0.045
129,0.075,-0.035
130,0.085,-0.040
131,0.095,-0.045
132,0.105,-0.050
133,0.115,-0.055
134,0.125,-0.060
135,0.135,-0.065
136,0.150,-0.060
137,0.165,-0.055
138,0.180,-0.055
139,0.195,-0.055
140,0.205,-0.060
141,0.215,-0.065
142,0.225,-0.070
143,0.240,-0.075
144,0.255,-0.070
145,0.265,-0.065
146,0.265,-0.065
147,0.265,-0.065
148,0.270,-0.065
149,0.275,-0.065
150,0.280,-0.070
151,0.280,-0.075
152,0.270,-0.075
153,0.260,-0.070
154,0.250,-0.060
155,0.230,-0.055
156,0.205,-0.055
157,0.180,-0.055
158,0.155,-0.055
159,0.125,-0.050
160,0.100,-0.040
161,0.070,-0.035
162,0.040,-0.030
163,0.015,-0.025
164,-0.010,-0.025
165,-0.025,-0.025
166,-0.040,-0.030
167,-0.070,-0.030
168,-0.095,-0.025
169,-0.095,-0.025
170,-0.095,-0.025
171,-0.100,-0.020
172,-0.105,-0.015
173,-0.115,-0.025
174,-0.125,-0.035
175,-0.120,-0.030
176,-0.115,-0.025
177,-0.115,-0.025
178,-0.115,-0.025
179,-0.115,-0.025
180,-0.115,-0.025
181,-0.110,-0.035
182,-0.110,-0.045
183,-0.125,-0.045
184,-0.130,-0.045
185,-0.115,-0.035
186,-0.105,-0.025
187,-0.100,-0.025
188,-0.095,-0.025
189,-0.100,-0.030
190,-0.105,-0.035
191,-0.100,-0.035
192,-0.095,-0.035
193,-0.095,-0.030
194,-0.095,-0.025
195,-0.100,-0.030
196,-0.105,-0.035
197,-0.105,-0.035
198,-0.110,-0.035
199,-0.120,-0.035
200,-0.120,-0.035
201,-0.110,-0.030
202,-0.105,-0.025
203,-0.110,-0.030
204,-0.115,-0.035
205,-0.115,-0.040
206,-0.115,-0.045
207,-0.115,-0.040
208,-0.115,-0.035
209,-0.115,-0.035
210,-0.120,-0.035
211,-0.125,-0.035
212,-0.125,-0.045
213,-0.125,-0.055
214,-0.135,-0.045
215,-0.145,-0.035
216,-0.140,-0.035
217,-0.135,-0.035
218,-0.135,-0.040
219,-0.135,-0.045
220,-0.140,-0.050
221,-0.145,-0.055
222,-0.140,-0.055
223,-0.135,-0.055
224,-0.135,-0.050
225,-0.135,-0.045
226,-0.135,-0.045
227,-0.135,-0.045
228,-0.135,-0.055
229,-0.135,-0.065
230,-0.150,-0.060
231,-0.150,-0.055
232,-0.140,-0.050
233,-0.135,-0.045
234,-0.140,-0.045
235,-0.145,-0.050
236,-0.145,-0.060
237,-0.140,-0.065
238,-0.130,-0.060
239,-0.125,-0.055
240,-0.130,-0.050
241,-0.135,-0.045
242,-0.140,-0.045
243,-0.145,-0.050
244,-0.145,-0.060
245,-0.145,-0.065
246,-0.145,-0.060
247,-0.140,-0.055
248,-0.130,-0.055
249,-0.125,-0.055
250,-0.125,-0.055
251,-0.140,-0.055
252,-0.145,-0.055
253,-0.135,-0.055
254,-0.125,-0.055
255,-0.130,-0.055
256,-0.135,-0.055
257,-0.135,-0.050
258,-0.135,-0.045
259,-0.135,-0.055
260,-0.135,-0.065
261,-0.140,-0.060
262,-0.145,-0.055
263,-0.135,-0.050
264,-0.125,-0.045
265,-0.125,-0.050
266,-0.125,-0.055
267,-0.130,-0.060
268,-0.135,-0.065
269,-0.125,-0.060
270,-0.115,-0.055
271,-0.115,-0.050
272,-0.115,-0.045
273,-0.120,-0.050
274,-0.125,-0.055
275,-0.125,-0.060
276,-0.130,-0.065
277,-0.140,-0.060
278,-0.140,-0.055
279,-0.130,-0.055
280,-0.125,-0.055
281,-0.125,-0.055
282,-0.125,-0.055
283,-0.130,-0.060
284,-0.125,-0.065
285,-0.110,-0.060
286,-0.105,-0.055
287,-0.105,-0.055
288,-0.105,-0.055
289,-0.110,-0.055
290,-0.115,-0.055
291,-0.115,-0.060
292,-0.125,-0.065
293,-0.135,-0.065
294,-0.125,-0.060
295,-0.115,-0.055
296,-0.115,-0.055
297,-0.115,-0.055
298,-0.115,-0.060
299,-0.115,-0.065
300,-0.110,-0.065
301,-0.105,-0.065
302,-0.105,-0.055
303,-0.105,-0.045
304,-0.105,-0.050
305,-0.105,-0.055
306,-0.085,-0.050
307,-0.075,-0.040
308,-0.065,-0.020
309,-0.050,-0.005
310,-0.035,0.005
311,-0.020,0.015
312,-0.005,0.025
313,0.015,0.035
314,0.040,0.040
315,0.060,0.035
316,0.075,0.015
317,0.080,-0.010
318,0.065,-0.035
319,0.050,-0.050
320,0.030,-0.060
321,0.015,-0.065
322,-0.005,-0.070
323,-0.035,-0.075
324,-0.065,-0.075
325,-0.080,-0.075
326,-0.090,-0.075
327,-0.100,-0.075
328,-0.110,-0.080
329,-0.115,-0.085
330,-0.120,-0.090
331,-0.125,-0.095
332,-0.120,-0.095
333,-0.115,-0.095
334,-0.105,-0.085
335,-0.090,-0.045
336,-0.075,-0.005
337,-0.055,-0.010
338,-0.020,-0.020
339,0.140,-0.105
340,0.325,-0.175
341,0.655,-0.140
342,0.975,-0.115
343,1.225,-0.125
344,1.250,-0.175
345,0.580,-0.335
346,-0.005,-0.450
347,-0.390,-0.430
348,-0.640,-0.390
349,-0.620,-0.305
350,-0.555,-0.245
351,-0.430,-0.210
352,-0.315,-0.170
353,-0.210,-0.135
354,-0.155,-0.105
355,-0.140,-0.080
356,-0.135,-0.065
