'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,-0.125,-0.135
1,-0.140,-0.150
2,-0.145,-0.155
3,-0.140,-0.150
4,-0.135,-0.145
5,-0.140,-0.140
6,-0.145,-0.135
7,-0.140,-0.140
8,-0.135,-0.145
9,-0.140,-0.150
10,-0.145,-0.155
11,-0.140,-0.155
12,-0.135,-0.155
13,-0.130,-0.145
14,-0.125,-0.135
15,-0.130,-0.140
16,-0.135,-0.145
17,-0.140,-0.150
18,-0.145,-0.155
19,-0.140,-0.155
20,-0.135,-0.155
21,-0.150,-0.140
22,-0.150,-0.135
23,-0.135,-0.140
24,-0.125,-0.145
25,-0.130,-0.145
26,-0.135,-0.145
27,-0.130,-0.145
28,-0.125,-0.145
29,-0.120,-0.140
30,-0.115,-0.135
31,-0.120,-0.140
32,-0.125,-0.145
33,-0.125,-0.145
34,-0.125,-0.145
35,-0.125,-0.145
36,-0.125,-0.145
37,-0.130,-0.140
38,-0.135,-0.135
39,-0.135,-0.135
40,-0.135,-0.135
41,-0.130,-0.140
42,-0.125,-0.145
43,-0.125,-0.145
44,-0.110,-0.135
45,-0.095,-0.125
46,-0.100,-0.115
47,-0.105,-0.105
48,-0.080,-0.095
49,-0.055,-0.085
50,-0.055,-0.085
51,-0.055,-0.085
52,-0.050,-0.070
53,-0.040,-0.055
54,-0.010,-0.055
55,0.020,-0.055
56,0.040,-0.060
57,0.055,-0.065
58,0.060,-0.060
59,0.055,-0.065
60,0.025,-0.090
61,0.000,-0.105
62,-0.020,-0.105
63,-0.030,-0.110
64,-0.020,-0.120
65,-0.025,-0.125
66,-0.050,-0.130
67,-0.075,-0.135
68,-0.095,-0.135
69,-0.100,-0.135
70,-0.090,-0.130
71,-0.095,-0.135
72,-0.115,-0.150
73,-0.125,-0.155
74,-0.125,-0.155
75,-0.125,-0.150
76,-0.120,-0.140
77,-0.115,-0.135
78,-0.110,-0.130
79,-0.105,-0.125
80,-0.100,-0.125
81,-0.125,-0.080
82,-0.160,-0.030
83,-0.095,0.035
84,-0.015,0.105
85,0.270,0.280
86,0.555,0.455
87,0.885,0.640
88,1.245,0.780
89,1.815,0.530
90,2.275,0.245
91,2.115,-0.225
92,1.800,-0.635
93,0.865,-0.805
94,0.055,-0.930
95,-0.400,-0.895
96,-0.720,-0.815
97,-0.690,-0.630
98,-0.640,-0.470
99,-0.565,-0.370
100,-0.480,-0.275
101,-0.390,-0.200
102,-0.315,-0.145
103,-0.270,-0.120
