'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,0.065,0.100
1,0.055,0.085
2,0.045,0.070
3,0.030,0.060
4,0.020,0.040
5,0.005,0.025
6,0.000,0.015
7,-0.010,0.000
8,-0.025,-0.010
9,-0.035,-0.025
10,-0.045,-0.035
11,-0.055,-0.045
12,-0.065,-0.055
13,-0.070,-0.060
14,-0.075,-0.070
15,-0.080,-0.070
16,-0.085,-0.085
17,-0.085,-0.085
18,-0.090,-0.090
19,-0.095,-0.095
20,-0.100,-0.095
21,-0.100,-0.100
22,-0.100,-0.105
23,-0.105,-0.105
24,-0.105,-0.100
25,-0.110,-0.105
26,-0.110,-0.105
27,-0.110,-0.110
28,-0.105,-0.105
29,-0.105,-0.105
30,-0.105,-0.105
31,-0.105,-0.100
32,-0.105,-0.095
33,-0.105,-0.095
34,-0.110,-0.095
35,-0.110,-0.095
36,-0.110,-0.095
37,-0.110,-0.095
38,-0.115,-0.095
39,-0.110,-0.095
40,-0.110,-0.095
41,-0.115,-0.100
42,-0.120,-0.100
43,-0.125,-0.105
44,-0.130,-0.100
45,-0.135,-0.105
46,-0.140,-0.100
47,-0.145,-0.105
48,-0.145,-0.105
49,-0.145,-0.105
50,-0.145,-0.105
51,-0.145,-0.105
52,-0.145,-0.105
53,-0.140,-0.105
54,-0.135,-0.110
55,-0.135,-0.110
56,-0.130,-0.110
57,-0.130,-0.110
58,-0.125,-0.110
59,-0.125,-0.110
60,-0.120,-0.110
61,-0.120,-0.110
62,-0.120,-0.110
63,-0.115,-0.105
64,-0.120,-0.105
65,-0.120,-0.100
66,-0.120,-0.100
67,-0.115,-0.095
68,-0.115,-0.095
69,-0.110,-0.095
70,-0.110,-0.090
71,-0.110,-0.090
72,-0.110,-0.090
73,-0.110,-0.085
74,-0.105,-0.085
75,-0.105,-0.085
76,-0.105,-0.085
77,-0.110,-0.080
78,-0.115,-0.075
79,-0.115,-0.075
80,-0.115,-0.070
81,-0.115,-0.070
82,-0.115,-0.075
83,-0.115,-0.075
84,-0.110,-0.075
85,-0.105,-0.070
86,-0.095,-0.060
87,-0.085,-0.055
88,-0.080,-0.045
89,-0.075,-0.035
90,-0.070,-0.030
91,-0.070,-0.030
92,-0.060,-0.030
93,-0.060,-0.020
94,-0.055,-0.010
95,-0.050,-0.005
96,-0.050,0.000
97,-0.055,0.000
98,-0.060,-0.010
99,-0.070,-0.025
100,-0.085,-0.040
101,-0.090,-0.050
102,-0.090,-0.055
103,-0.095,-0.060
104,-0.100,-0.070
105,-0.110,-0.075
106,-0.115,-0.085
107,-0.125,-0.095
108,-0.125,-0.100
109,-0.135,-0.105
110,-0.140,-0.100
111,-0.140,-0.100
112,-0.145,-0.100
113,-0.145,-0.100
114,-0.145,-0.110
115,-0.150,-0.105
116,-0.155,-0.105
117,-0.160,-0.105
118,-0.165,-0.110
119,-0.165,-0.105
120,-0.160,-0.105
121,-0.160,-0.105
122,-0.155,-0.105
123,-0.155,-0.105
124,-0.150,-0.100
125,-0.150,-0.105
126,-0.140,-0.095
127,-0.130,-0.090
128,-0.110,-0.075
129,-0.095,-0.060
130,-0.080,-0.045
131,-0.055,-0.020
132,-0.025,0.005
133,0.025,0.055
134,0.100,0.130
135,0.205,0.245
136,0.310,0.380
137,0.405,0.510
138,0.450,0.600
139,0.455,0.635
140,0.415,0.610
141,0.340,0.545
142,0.255,0.435
143,0.200,0.355
144,0.160,0.295
145,0.095,0.230
146,0.030,0.155
147,-0.020,0.080
148,-0.060,0.015
149,-0.085,-0.020
150,-0.095,-0.045
151,-0.100,-0.055
152,-0.115,-0.065
153,-0.125,-0.075
154,-0.130,-0.080
155,-0.135,-0.085
156,-0.135,-0.090
157,-0.145,-0.095
158,-0.150,-0.100
159,-0.150,-0.105
160,-0.150,-0.105
161,-0.150,-0.105
162,-0.150,-0.105
163,-0.150,-0.105
164,-0.150,-0.105
165,-0.155,-0.105
166,-0.155,-0.105
167,-0.155,-0.105
168,-0.155,-0.105
169,-0.150,-0.105
170,-0.150,-0.110
171,-0.150,-0.105
172,-0.150,-0.105
173,-0.150,-0.105
174,-0.155,-0.105
175,-0.160,-0.105
176,-0.155,-0.105
177,-0.155,-0.105
178,-0.160,-0.105
179,-0.155,-0.105
180,-0.160,-0.100
181,-0.160,-0.095
182,-0.165,-0.095
183,-0.170,-0.090
184,-0.175,-0.095
185,-0.175,-0.095
186,-0.175,-0.095
187,-0.175,-0.090
188,-0.170,-0.080
189,-0.170,-0.080
190,-0.170,-0.075
191,-0.170,-0.075
192,-0.165,-0.070
193,-0.160,-0.070
194,-0.155,-0.065
195,-0.145,-0.060
196,-0.135,-0.050
197,-0.125,-0.040
198,-0.115,-0.035
199,-0.100,-0.025
200,-0.090,-0.010
201,-0.080,0.000
202,-0.065,0.005
203,-0.050,0.020
204,-0.045,0.035
205,-0.035,0.050
206,-0.025,0.065
207,-0.015,0.075
208,-0.010,0.085
209,0.000,0.100
210,0.000,0.105
211,0.005,0.115
212,0.010,0.120
213,0.015,0.125
214,0.010,0.125
215,0.010,0.120
216,0.005,0.115
217,0.000,0.105
218,-0.005,0.095
219,-0.015,0.085
220,-0.025,0.065
221,-0.040,0.055
222,-0.050,0.045
223,-0.060,0.030
224,-0.070,0.015
225,-0.080,0.000
226,-0.085,-0.010
227,-0.100,-0.020
228,-0.105,-0.035
229,-0.110,-0.040
230,-0.120,-0.045
231,-0.125,-0.050
232,-0.130,-0.060
233,-0.130,-0.065
234,-0.140,-0.070
235,-0.145,-0.070
236,-0.145,-0.070
237,-0.150,-0.070
238,-0.155,-0.075
239,-0.160,-0.080
240,-0.160,-0.085
241,-0.165,-0.085
242,-0.165,-0.090
243,-0.165,-0.090
244,-0.170,-0.090
245,-0.170,-0.095
246,-0.170,-0.095
247,-0.170,-0.090
248,-0.175,-0.090
249,-0.175,-0.090
250,-0.180,-0.090
251,-0.180,-0.090
252,-0.180,-0.090
