'sample interval','ECG1','ECG2'
'0.004 sec','mV','mV'
0,-0.095,0.080
1,-0.080,0.100
2,-0.055,0.130
3,-0.040,0.140
4,-0.025,0.140
5,0.000,0.150
6,0.005,0.170
7,0.020,0.195
8,0.055,0.225
9,0.115,0.235
10,0.165,0.285
11,0.180,0.305
12,0.170,0.285
13,0.235,0.300
14,0.290,0.320
15,0.305,0.340
16,0.320,0.335
17,0.330,0.345
18,0.360,0.355
19,0.395,0.355
20,0.405,0.310
21,0.410,0.300
22,0.420,0.285
23,0.400,0.255
24,0.355,0.220
25,0.335,0.205
26,0.260,0.150
27,0.195,0.135
28,0.115,0.080
29,0.040,0.030
30,0.000,0.005
31,-0.025,0.000
32,-0.075,-0.010
33,-0.095,-0.030
34,-0.115,-0.055
35,-0.165,-0.060
36,-0.185,-0.075
37,-0.175,-0.100
38,-0.190,-0.115
39,-0.230,-0.095
40,-0.245,-0.090
41,-0.220,-0.115
42,-0.230,-0.135
43,-0.225,-0.110
44,-0.220,-0.100
45,-0.230,-0.100
46,-0.215,-0.105
47,-0.200,-0.115
48,-0.220,-0.100
49,-0.235,-0.100
50,-0.240,-0.105
51,-0.215,-0.110
52,-0.200,-0.085
53,-0.210,-0.070
54,-0.215,-0.050
55,-0.185,-0.045
56,-0.185,-0.120
57,-0.175,-0.145
58,-0.180,-0.110
59,-0.195,-0.100
60,-0.210,-0.085
61,-0.200,-0.080
62,-0.170,-0.095
63,-0.170,-0.100
64,-0.205,-0.085
65,-0.205,-0.075
66,-0.200,-0.075
67,-0.195,-0.080
68,-0.195,-0.075
69,-0.210,-0.070
70,-0.205,-0.090
71,-0.200,-0.080
72,-0.175,-0.035
73,-0.165,-0.020
74,-0.200,-0.080
75,-0.215,-0.100
76,-0.205,-0.110
77,-0.190,-0.080
78,-0.195,-0.075
79,-0.225,-0.095
80,-0.220,-0.095
81,-0.175,-0.080
82,-0.180,-0.065
83,-0.200,-0.080
84,-0.190,-0.115
85,-0.210,-0.140
86,-0.215,-0.135
87,-0.220,-0.130
88,-0.255,-0.145
89,-0.240,-0.115
90,-0.215,-0.085
91,-0.210,-0.110
92,-0.205,-0.115
93,-0.180,-0.070
94,-0.140,-0.025
95,-0.120,-0.005
96,-0.105,0.005
97,-0.070,0.035
98,-0.050,0.045
99,-0.035,0.050
100,-0.030,0.045
101,0.000,0.055
102,0.000,0.050
103,-0.015,-0.015
104,-0.050,-0.070
105,-0.045,-0.045
106,-0.015,-0.015
107,-0.030,-0.005
108,-0.080,0.060
109,-0.090,0.110
110,-0.095,-0.020
111,-0.120,-0.180
112,-0.195,-0.255
113,-0.295,-0.255
114,-0.290,-0.190
115,-0.285,-0.180
116,-0.270,-0.175
117,-0.255,-0.165
118,-0.265,-0.165
119,-0.280,-0.150
120,-0.285,-0.170
121,-0.270,-0.190
122,-0.260,-0.160
123,-0.285,-0.105
124,-0.295,-0.070
125,-0.300,-0.060
126,-0.330,-0.035
127,-0.380,0.015
128,-0.360,0.080
129,-0.305,0.190
130,-0.085,0.235
131,0.295,0.070
132,0.770,-0.495
133,1.430,-1.155
134,2.240,-1.445
135,2.560,-1.405
136,1.930,-1.435
137,0.490,-1.475
138,-0.790,-1.355
139,-1.115,-1.040
140,-0.815,-0.745
141,-0.615,-0.510
142,-0.490,-0.335
143,-0.375,-0.205
144,-0.335,-0.120
145,-0.310,-0.050
146,-0.240,0.000
147,-0.215,-0.040
148,-0.220,-0.080
149,-0.225,-0.075
150,-0.230,-0.070
151,-0.230,0.010
152,-0.245,0.060
153,-0.235,0.045
154,-0.205,-0.015
155,-0.195,-0.045
156,-0.205,-0.020
157,-0.235,-0.030
158,-0.205,-0.090
159,-0.175,-0.110
160,-0.170,-0.045
161,-0.165,-0.005
162,-0.175,0.000
163,-0.155,0.010
164,-0.145,0.025
165,-0.150,0.015
166,-0.140,0.040
167,-0.145,0.065
168,-0.145,0.075
169,-0.125,0.085
170,-0.115,0.150
171,-0.125,0.150
172,-0.105,0.095
173,-0.060,0.095
174,-0.065,0.225
175,-0.075,0.290
176,-0.045,0.140
177,0.005,-0.010
178,0.035,0.100
179,0.045,0.220
180,0.070,0.225
181,0.110,0.210
182,0.135,0.210
183,0.165,0.225
184,0.235,0.250
185,0.255,0.265
186,0.295,0.280
187,0.310,0.270
188,0.305,0.290
189,0.340,0.320
190,0.365,0.320
191,0.395,0.305
192,0.415,0.300
193,0.410,0.310
194,0.375,0.270
195,0.360,0.255
196,0.355,0.235
197,0.325,0.190
198,0.260,0.170
199,0.190,0.145
200,0.165,0.130
201,0.015,0.035
202,0.000,0.005
203,-0.015,0.000
204,-0.035,-0.025
205,-0.065,-0.015
206,-0.115,-0.015
207,-0.175,-0.055
208,-0.190,-0.075
209,-0.205,-0.070
210,-0.245,-0.060
211,-0.250,-0.080
212,-0.260,-0.085
213,-0.255,-0.080
214,-0.230,-0.075
215,-0.240,-0.075
216,-0.260,-0.100
217,-0.270,-0.110
218,-0.265,-0.110
219,-0.265,-0.100
220,-0.265,-0.090
221,-0.255,-0.105
222,-0.230,-0.090
223,-0.210,-0.070
224,-0.245,-0.070
225,-0.265,-0.075
226,-0.260,-0.095
227,-0.220,-0.095
228,-0.185,-0.060
229,-0.225,-0.070
230,-0.270,-0.060
231,-0.210,-0.045
232,-0.185,-0.065
233,-0.245,-0.070
234,-0.260,-0.060
235,-0.260,-0.070
236,-0.260,-0.060
237,-0.255,-0.060
238,-0.240,-0.080
239,-0.250,-0.070
240,-0.230,-0.050
241,-0.205,-0.050
242,-0.245,-0.055
243,-0.265,-0.045
244,-0.245,-0.055
245,-0.255,-0.090
246,-0.270,-0.070
247,-0.255,-0.060
248,-0.255,-0.075
249,-0.245,-0.075
250,-0.235,-0.075
251,-0.235,-0.060
252,-0.245,-0.045
253,-0.245,-0.060
254,-0.250,-0.090
255,-0.285,-0.130
256,-0.285,-0.130
257,-0.245,-0.110
258,-0.240,-0.100
259,-0.250,-0.095
260,-0.240,-0.085
261,-0.220,-0.070
262,-0.205,-0.045
